,DRG Definition,Provider Id,Provider Name,Provider Street Address,Provider City,Provider State,Provider Zip Code,Hospital Referral Region (HRR) Description,Total Discharges,Average Covered Charges,Average Total Payments,Average Medicare Payments
123153,482 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W/O CC/MCC,310051,OVERLOOK MEDICAL CENTER,99 BEAUVOIR AVENUE,SUMMIT,NJ,7902,NJ - Morristown,12,43364.75,11337.17,9661.67
123154,483 - MAJOR JOINT/LIMB REATTACHMENT PROCEDURE OF UPPER EXTREMITIES,310051,OVERLOOK MEDICAL CENTER,99 BEAUVOIR AVENUE,SUMMIT,NJ,7902,NJ - Morristown,26,82509.08,19352.58,15355.15
123155,490 - BACK & NECK PROC EXC SPINAL FUSION W CC/MCC OR DISC DEVICE/NEUROSTIM,310051,OVERLOOK MEDICAL CENTER,99 BEAUVOIR AVENUE,SUMMIT,NJ,7902,NJ - Morristown,23,56342.96,13803.39,10726.09
123156,491 - BACK & NECK PROC EXC SPINAL FUSION W/O CC/MCC,310051,OVERLOOK MEDICAL CENTER,99 BEAUVOIR AVENUE,SUMMIT,NJ,7902,NJ - Morristown,39,33964.92,7955.72,5740.18
123157,"493 - LOWER EXTREM & HUMER PROC EXCEPT HIP,FOOT,FEMUR W CC",310051,OVERLOOK MEDICAL CENTER,99 BEAUVOIR AVENUE,SUMMIT,NJ,7902,NJ - Morristown,25,60521.48,13897.4,12302.68
123158,"494 - LOWER EXTREM & HUMER PROC EXCEPT HIP,FOOT,FEMUR W/O CC/MCC",310051,OVERLOOK MEDICAL CENTER,99 BEAUVOIR AVENUE,SUMMIT,NJ,7902,NJ - Morristown,13,46135.0,10941.85,8428.31
123159,535 - FRACTURES OF HIP & PELVIS W MCC,310051,OVERLOOK MEDICAL CENTER,99 BEAUVOIR AVENUE,SUMMIT,NJ,7902,NJ - Morristown,13,42257.54,8947.38,7231.15
123160,536 - FRACTURES OF HIP & PELVIS W/O MCC,310051,OVERLOOK MEDICAL CENTER,99 BEAUVOIR AVENUE,SUMMIT,NJ,7902,NJ - Morristown,27,26808.56,4934.89,3561.74
123161,543 - PATHOLOGICAL FRACTURES & MUSCULOSKELET & CONN TISS MALIG W CC,310051,OVERLOOK MEDICAL CENTER,99 BEAUVOIR AVENUE,SUMMIT,NJ,7902,NJ - Morristown,28,58053.0,8312.61,6752.21
123162,551 - MEDICAL BACK PROBLEMS W MCC,310051,OVERLOOK MEDICAL CENTER,99 BEAUVOIR AVENUE,SUMMIT,NJ,7902,NJ - Morristown,19,46202.47,10668.47,8231.74
123163,552 - MEDICAL BACK PROBLEMS W/O MCC,310051,OVERLOOK MEDICAL CENTER,99 BEAUVOIR AVENUE,SUMMIT,NJ,7902,NJ - Morristown,83,32617.16,6177.29,4442.23
123164,554 - BONE DISEASES & ARTHROPATHIES W/O MCC,310051,OVERLOOK MEDICAL CENTER,99 BEAUVOIR AVENUE,SUMMIT,NJ,7902,NJ - Morristown,12,32600.33,5257.17,3926.0
123165,"558 - TENDONITIS, MYOSITIS & BURSITIS W/O MCC",310051,OVERLOOK MEDICAL CENTER,99 BEAUVOIR AVENUE,SUMMIT,NJ,7902,NJ - Morristown,12,28571.42,5998.0,4504.67
123166,"562 - FX, SPRN, STRN & DISL EXCEPT FEMUR, HIP, PELVIS & THIGH W MCC",310051,OVERLOOK MEDICAL CENTER,99 BEAUVOIR AVENUE,SUMMIT,NJ,7902,NJ - Morristown,11,43265.45,9209.36,7613.55
123167,"563 - FX, SPRN, STRN & DISL EXCEPT FEMUR, HIP, PELVIS & THIGH W/O MCC",310051,OVERLOOK MEDICAL CENTER,99 BEAUVOIR AVENUE,SUMMIT,NJ,7902,NJ - Morristown,21,35307.14,6314.33,3722.86
123168,602 - CELLULITIS W MCC,310051,OVERLOOK MEDICAL CENTER,99 BEAUVOIR AVENUE,SUMMIT,NJ,7902,NJ - Morristown,37,55836.84,10600.76,8725.89
123169,603 - CELLULITIS W/O MCC,310051,OVERLOOK MEDICAL CENTER,99 BEAUVOIR AVENUE,SUMMIT,NJ,7902,NJ - Morristown,123,33406.19,6560.29,4423.35
123170,621 - O.R. PROCEDURES FOR OBESITY W/O CC/MCC,310051,OVERLOOK MEDICAL CENTER,99 BEAUVOIR AVENUE,SUMMIT,NJ,7902,NJ - Morristown,41,34161.73,12075.93,8274.88
123171,637 - DIABETES W MCC,310051,OVERLOOK MEDICAL CENTER,99 BEAUVOIR AVENUE,SUMMIT,NJ,7902,NJ - Morristown,21,70305.43,11433.71,8517.86
123172,638 - DIABETES W CC,310051,OVERLOOK MEDICAL CENTER,99 BEAUVOIR AVENUE,SUMMIT,NJ,7902,NJ - Morristown,29,33446.93,6098.86,4186.17
123173,"640 - MISC DISORDERS OF NUTRITION,METABOLISM,FLUIDS/ELECTROLYTES W MCC",310051,OVERLOOK MEDICAL CENTER,99 BEAUVOIR AVENUE,SUMMIT,NJ,7902,NJ - Morristown,62,46288.29,8333.44,5877.16
123174,"641 - MISC DISORDERS OF NUTRITION,METABOLISM,FLUIDS/ELECTROLYTES W/O MCC",310051,OVERLOOK MEDICAL CENTER,99 BEAUVOIR AVENUE,SUMMIT,NJ,7902,NJ - Morristown,72,26599.21,4970.03,3599.4
123175,643 - ENDOCRINE DISORDERS W MCC,310051,OVERLOOK MEDICAL CENTER,99 BEAUVOIR AVENUE,SUMMIT,NJ,7902,NJ - Morristown,14,63686.5,12355.64,9367.36
123176,644 - ENDOCRINE DISORDERS W CC,310051,OVERLOOK MEDICAL CENTER,99 BEAUVOIR AVENUE,SUMMIT,NJ,7902,NJ - Morristown,13,43238.62,7178.69,5684.62
123177,660 - KIDNEY & URETER PROCEDURES FOR NON-NEOPLASM W CC,310051,OVERLOOK MEDICAL CENTER,99 BEAUVOIR AVENUE,SUMMIT,NJ,7902,NJ - Morristown,13,79314.85,14111.69,11220.54
123178,669 - TRANSURETHRAL PROCEDURES W CC,310051,OVERLOOK MEDICAL CENTER,99 BEAUVOIR AVENUE,SUMMIT,NJ,7902,NJ - Morristown,17,37043.41,10045.71,6326.12
123179,682 - RENAL FAILURE W MCC,310051,OVERLOOK MEDICAL CENTER,99 BEAUVOIR AVENUE,SUMMIT,NJ,7902,NJ - Morristown,100,71253.21,12527.14,10598.5
123180,683 - RENAL FAILURE W CC,310051,OVERLOOK MEDICAL CENTER,99 BEAUVOIR AVENUE,SUMMIT,NJ,7902,NJ - Morristown,97,40594.3,7143.07,5587.74
123181,689 - KIDNEY & URINARY TRACT INFECTIONS W MCC,310051,OVERLOOK MEDICAL CENTER,99 BEAUVOIR AVENUE,SUMMIT,NJ,7902,NJ - Morristown,133,43369.11,8440.7,6725.31
123182,690 - KIDNEY & URINARY TRACT INFECTIONS W/O MCC,310051,OVERLOOK MEDICAL CENTER,99 BEAUVOIR AVENUE,SUMMIT,NJ,7902,NJ - Morristown,127,31779.54,5671.31,4046.54
123183,694 - URINARY STONES W/O ESW LITHOTRIPSY W/O MCC,310051,OVERLOOK MEDICAL CENTER,99 BEAUVOIR AVENUE,SUMMIT,NJ,7902,NJ - Morristown,17,25656.76,5531.71,3092.06
123184,698 - OTHER KIDNEY & URINARY TRACT DIAGNOSES W MCC,310051,OVERLOOK MEDICAL CENTER,99 BEAUVOIR AVENUE,SUMMIT,NJ,7902,NJ - Morristown,61,64276.41,11935.52,9507.87
123185,699 - OTHER KIDNEY & URINARY TRACT DIAGNOSES W CC,310051,OVERLOOK MEDICAL CENTER,99 BEAUVOIR AVENUE,SUMMIT,NJ,7902,NJ - Morristown,35,33860.4,6871.06,5708.46
123186,809 - MAJOR HEMATOL/IMMUN DIAG EXC SICKLE CELL CRISIS & COAGUL W CC,310051,OVERLOOK MEDICAL CENTER,99 BEAUVOIR AVENUE,SUMMIT,NJ,7902,NJ - Morristown,24,44358.96,9235.13,6633.67
123187,811 - RED BLOOD CELL DISORDERS W MCC,310051,OVERLOOK MEDICAL CENTER,99 BEAUVOIR AVENUE,SUMMIT,NJ,7902,NJ - Morristown,44,56645.09,10414.09,7721.36
123188,812 - RED BLOOD CELL DISORDERS W/O MCC,310051,OVERLOOK MEDICAL CENTER,99 BEAUVOIR AVENUE,SUMMIT,NJ,7902,NJ - Morristown,83,30761.87,6038.82,4007.47
123189,840 - LYMPHOMA & NON-ACUTE LEUKEMIA W MCC,310051,OVERLOOK MEDICAL CENTER,99 BEAUVOIR AVENUE,SUMMIT,NJ,7902,NJ - Morristown,19,104132.11,23895.74,17833.37
123190,841 - LYMPHOMA & NON-ACUTE LEUKEMIA W CC,310051,OVERLOOK MEDICAL CENTER,99 BEAUVOIR AVENUE,SUMMIT,NJ,7902,NJ - Morristown,13,65165.15,11698.92,9143.77
123191,853 - INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W MCC,310051,OVERLOOK MEDICAL CENTER,99 BEAUVOIR AVENUE,SUMMIT,NJ,7902,NJ - Morristown,52,150950.17,38099.37,32695.46
123192,854 - INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W CC,310051,OVERLOOK MEDICAL CENTER,99 BEAUVOIR AVENUE,SUMMIT,NJ,7902,NJ - Morristown,12,83389.92,17478.17,15645.67
123193,856 - POSTOPERATIVE OR POST-TRAUMATIC INFECTIONS W O.R. PROC W MCC,310051,OVERLOOK MEDICAL CENTER,99 BEAUVOIR AVENUE,SUMMIT,NJ,7902,NJ - Morristown,12,131757.67,35534.0,33194.25
123194,857 - POSTOPERATIVE OR POST-TRAUMATIC INFECTIONS W O.R. PROC W CC,310051,OVERLOOK MEDICAL CENTER,99 BEAUVOIR AVENUE,SUMMIT,NJ,7902,NJ - Morristown,12,51849.25,16863.58,8766.5
123195,862 - POSTOPERATIVE & POST-TRAUMATIC INFECTIONS W MCC,310051,OVERLOOK MEDICAL CENTER,99 BEAUVOIR AVENUE,SUMMIT,NJ,7902,NJ - Morristown,20,51801.75,15562.05,9172.7
123196,863 - POSTOPERATIVE & POST-TRAUMATIC INFECTIONS W/O MCC,310051,OVERLOOK MEDICAL CENTER,99 BEAUVOIR AVENUE,SUMMIT,NJ,7902,NJ - Morristown,12,26767.5,7877.0,4443.17
123197,864 - FEVER,310051,OVERLOOK MEDICAL CENTER,99 BEAUVOIR AVENUE,SUMMIT,NJ,7902,NJ - Morristown,14,40280.36,6184.07,4905.21
123198,870 - SEPTICEMIA OR SEVERE SEPSIS W MV 96+ HOURS,310051,OVERLOOK MEDICAL CENTER,99 BEAUVOIR AVENUE,SUMMIT,NJ,7902,NJ - Morristown,20,260977.4,47075.65,43005.85
123199,871 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W MCC,310051,OVERLOOK MEDICAL CENTER,99 BEAUVOIR AVENUE,SUMMIT,NJ,7902,NJ - Morristown,477,75104.59,14422.64,11626.84
123200,872 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W/O MCC,310051,OVERLOOK MEDICAL CENTER,99 BEAUVOIR AVENUE,SUMMIT,NJ,7902,NJ - Morristown,104,42552.73,7899.32,6173.01
123201,884 - ORGANIC DISTURBANCES & MENTAL RETARDATION,310051,OVERLOOK MEDICAL CENTER,99 BEAUVOIR AVENUE,SUMMIT,NJ,7902,NJ - Morristown,21,63267.05,11797.86,8117.81
123202,896 - ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REHABILITATION THERAPY W MCC,310051,OVERLOOK MEDICAL CENTER,99 BEAUVOIR AVENUE,SUMMIT,NJ,7902,NJ - Morristown,15,52369.73,10250.8,9073.73
123203,897 - ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REHABILITATION THERAPY W/O MCC,310051,OVERLOOK MEDICAL CENTER,99 BEAUVOIR AVENUE,SUMMIT,NJ,7902,NJ - Morristown,22,47034.77,5734.55,4542.5
123204,917 - POISONING & TOXIC EFFECTS OF DRUGS W MCC,310051,OVERLOOK MEDICAL CENTER,99 BEAUVOIR AVENUE,SUMMIT,NJ,7902,NJ - Morristown,13,73602.0,12544.38,8497.46
123205,918 - POISONING & TOXIC EFFECTS OF DRUGS W/O MCC,310051,OVERLOOK MEDICAL CENTER,99 BEAUVOIR AVENUE,SUMMIT,NJ,7902,NJ - Morristown,16,32971.25,4880.13,2991.0
123206,919 - COMPLICATIONS OF TREATMENT W MCC,310051,OVERLOOK MEDICAL CENTER,99 BEAUVOIR AVENUE,SUMMIT,NJ,7902,NJ - Morristown,17,61300.88,13570.76,10504.53
123207,920 - COMPLICATIONS OF TREATMENT W CC,310051,OVERLOOK MEDICAL CENTER,99 BEAUVOIR AVENUE,SUMMIT,NJ,7902,NJ - Morristown,14,44007.07,8711.14,4648.36
123208,948 - SIGNS & SYMPTOMS W/O MCC,310051,OVERLOOK MEDICAL CENTER,99 BEAUVOIR AVENUE,SUMMIT,NJ,7902,NJ - Morristown,14,28904.71,5287.43,3196.86
123209,981 - EXTENSIVE O.R. PROCEDURE UNRELATED TO PRINCIPAL DIAGNOSIS W MCC,310051,OVERLOOK MEDICAL CENTER,99 BEAUVOIR AVENUE,SUMMIT,NJ,7902,NJ - Morristown,22,145597.0,34644.91,28919.27
123210,982 - EXTENSIVE O.R. PROCEDURE UNRELATED TO PRINCIPAL DIAGNOSIS W CC,310051,OVERLOOK MEDICAL CENTER,99 BEAUVOIR AVENUE,SUMMIT,NJ,7902,NJ - Morristown,15,89949.73,19024.4,17520.87
123535,057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC,310003,PALISADES MEDICAL CENTER,7600 RIVER RD,NORTH BERGEN,NJ,7047,NJ - Hackensack,22,48793.32,9560.68,7907.86
123536,064 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC,310003,PALISADES MEDICAL CENTER,7600 RIVER RD,NORTH BERGEN,NJ,7047,NJ - Hackensack,18,102203.28,16386.67,14025.33
123537,065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC OR TPA IN 24 HRS,310003,PALISADES MEDICAL CENTER,7600 RIVER RD,NORTH BERGEN,NJ,7047,NJ - Hackensack,26,62563.15,10289.58,8399.58
123538,066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,310003,PALISADES MEDICAL CENTER,7600 RIVER RD,NORTH BERGEN,NJ,7047,NJ - Hackensack,20,77317.65,11369.85,8642.7
123539,069 - TRANSIENT ISCHEMIA,310003,PALISADES MEDICAL CENTER,7600 RIVER RD,NORTH BERGEN,NJ,7047,NJ - Hackensack,33,42226.33,7243.0,5597.94
123540,074 - CRANIAL & PERIPHERAL NERVE DISORDERS W/O MCC,310003,PALISADES MEDICAL CENTER,7600 RIVER RD,NORTH BERGEN,NJ,7047,NJ - Hackensack,12,111563.08,17310.58,12756.17
123541,101 - SEIZURES W/O MCC,310003,PALISADES MEDICAL CENTER,7600 RIVER RD,NORTH BERGEN,NJ,7047,NJ - Hackensack,24,50199.04,7751.0,6251.67
123542,149 - DYSEQUILIBRIUM,310003,PALISADES MEDICAL CENTER,7600 RIVER RD,NORTH BERGEN,NJ,7047,NJ - Hackensack,26,34942.12,7138.96,4811.27
123543,177 - RESPIRATORY INFECTIONS & INFLAMMATIONS W MCC,310003,PALISADES MEDICAL CENTER,7600 RIVER RD,NORTH BERGEN,NJ,7047,NJ - Hackensack,33,110003.18,18268.88,16064.15
123544,178 - RESPIRATORY INFECTIONS & INFLAMMATIONS W CC,310003,PALISADES MEDICAL CENTER,7600 RIVER RD,NORTH BERGEN,NJ,7047,NJ - Hackensack,25,58051.96,12202.88,10528.04
123545,189 - PULMONARY EDEMA & RESPIRATORY FAILURE,310003,PALISADES MEDICAL CENTER,7600 RIVER RD,NORTH BERGEN,NJ,7047,NJ - Hackensack,19,75865.11,12160.79,10893.42
123546,190 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W MCC,310003,PALISADES MEDICAL CENTER,7600 RIVER RD,NORTH BERGEN,NJ,7047,NJ - Hackensack,40,78328.65,12423.68,10573.38
123547,191 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W CC,310003,PALISADES MEDICAL CENTER,7600 RIVER RD,NORTH BERGEN,NJ,7047,NJ - Hackensack,54,63451.67,9399.5,7723.54
123548,192 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W/O CC/MCC,310003,PALISADES MEDICAL CENTER,7600 RIVER RD,NORTH BERGEN,NJ,7047,NJ - Hackensack,53,44320.09,7394.77,5863.32
123549,193 - SIMPLE PNEUMONIA & PLEURISY W MCC,310003,PALISADES MEDICAL CENTER,7600 RIVER RD,NORTH BERGEN,NJ,7047,NJ - Hackensack,48,93992.02,13383.0,11141.88
123550,194 - SIMPLE PNEUMONIA & PLEURISY W CC,310003,PALISADES MEDICAL CENTER,7600 RIVER RD,NORTH BERGEN,NJ,7047,NJ - Hackensack,63,60152.24,9800.65,7619.22
123551,195 - SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC,310003,PALISADES MEDICAL CENTER,7600 RIVER RD,NORTH BERGEN,NJ,7047,NJ - Hackensack,13,31382.38,7163.85,5855.38
123552,202 - BRONCHITIS & ASTHMA W CC/MCC,310003,PALISADES MEDICAL CENTER,7600 RIVER RD,NORTH BERGEN,NJ,7047,NJ - Hackensack,17,49058.24,8693.59,6999.18
123553,207 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT 96+ HOURS,310003,PALISADES MEDICAL CENTER,7600 RIVER RD,NORTH BERGEN,NJ,7047,NJ - Hackensack,12,273961.33,44944.75,37367.92
123554,208 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT <96 HOURS,310003,PALISADES MEDICAL CENTER,7600 RIVER RD,NORTH BERGEN,NJ,7047,NJ - Hackensack,17,115802.24,20515.12,18802.29
123555,243 - PERMANENT CARDIAC PACEMAKER IMPLANT W CC,310003,PALISADES MEDICAL CENTER,7600 RIVER RD,NORTH BERGEN,NJ,7047,NJ - Hackensack,13,100637.08,22395.77,20569.15
123556,252 - OTHER VASCULAR PROCEDURES W MCC,310003,PALISADES MEDICAL CENTER,7600 RIVER RD,NORTH BERGEN,NJ,7047,NJ - Hackensack,13,159519.62,28334.92,25957.15
123557,"280 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W MCC",310003,PALISADES MEDICAL CENTER,7600 RIVER RD,NORTH BERGEN,NJ,7047,NJ - Hackensack,49,87525.88,15780.53,13842.92
123558,"281 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W CC",310003,PALISADES MEDICAL CENTER,7600 RIVER RD,NORTH BERGEN,NJ,7047,NJ - Hackensack,15,66990.73,10037.0,8293.13
123559,"282 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W/O CC/MCC",310003,PALISADES MEDICAL CENTER,7600 RIVER RD,NORTH BERGEN,NJ,7047,NJ - Hackensack,13,40209.15,7435.31,6153.62
123560,291 - HEART FAILURE & SHOCK W MCC,310003,PALISADES MEDICAL CENTER,7600 RIVER RD,NORTH BERGEN,NJ,7047,NJ - Hackensack,79,101518.71,16430.22,13814.94
123561,292 - HEART FAILURE & SHOCK W CC,310003,PALISADES MEDICAL CENTER,7600 RIVER RD,NORTH BERGEN,NJ,7047,NJ - Hackensack,104,55546.29,9709.8,8056.73
123562,293 - HEART FAILURE & SHOCK W/O CC/MCC,310003,PALISADES MEDICAL CENTER,7600 RIVER RD,NORTH BERGEN,NJ,7047,NJ - Hackensack,23,32261.22,6826.87,5299.17
123563,300 - PERIPHERAL VASCULAR DISORDERS W CC,310003,PALISADES MEDICAL CENTER,7600 RIVER RD,NORTH BERGEN,NJ,7047,NJ - Hackensack,14,42968.93,8797.79,7404.0
123564,301 - PERIPHERAL VASCULAR DISORDERS W/O CC/MCC,310003,PALISADES MEDICAL CENTER,7600 RIVER RD,NORTH BERGEN,NJ,7047,NJ - Hackensack,14,35996.14,6781.29,5200.21
123565,303 - ATHEROSCLEROSIS W/O MCC,310003,PALISADES MEDICAL CENTER,7600 RIVER RD,NORTH BERGEN,NJ,7047,NJ - Hackensack,16,36229.0,6497.38,5272.81
123566,305 - HYPERTENSION W/O MCC,310003,PALISADES MEDICAL CENTER,7600 RIVER RD,NORTH BERGEN,NJ,7047,NJ - Hackensack,13,37598.38,6491.08,4917.08
123567,308 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W MCC,310003,PALISADES MEDICAL CENTER,7600 RIVER RD,NORTH BERGEN,NJ,7047,NJ - Hackensack,36,76922.58,12476.81,10548.25
123568,309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC,310003,PALISADES MEDICAL CENTER,7600 RIVER RD,NORTH BERGEN,NJ,7047,NJ - Hackensack,33,47455.33,8060.58,6273.0
123569,310 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W/O CC/MCC,310003,PALISADES MEDICAL CENTER,7600 RIVER RD,NORTH BERGEN,NJ,7047,NJ - Hackensack,29,30171.76,5893.45,4445.9
123570,312 - SYNCOPE & COLLAPSE,310003,PALISADES MEDICAL CENTER,7600 RIVER RD,NORTH BERGEN,NJ,7047,NJ - Hackensack,55,38398.05,7382.35,5832.51
123571,313 - CHEST PAIN,310003,PALISADES MEDICAL CENTER,7600 RIVER RD,NORTH BERGEN,NJ,7047,NJ - Hackensack,35,28416.06,6303.2,4883.57
123572,314 - OTHER CIRCULATORY SYSTEM DIAGNOSES W MCC,310003,PALISADES MEDICAL CENTER,7600 RIVER RD,NORTH BERGEN,NJ,7047,NJ - Hackensack,14,107590.5,17248.29,15334.93
123573,372 - MAJOR GASTROINTESTINAL DISORDERS & PERITONEAL INFECTIONS W CC,310003,PALISADES MEDICAL CENTER,7600 RIVER RD,NORTH BERGEN,NJ,7047,NJ - Hackensack,13,45575.62,10524.92,9224.15
123574,377 - G.I. HEMORRHAGE W MCC,310003,PALISADES MEDICAL CENTER,7600 RIVER RD,NORTH BERGEN,NJ,7047,NJ - Hackensack,28,95183.5,15668.5,13894.61
123575,378 - G.I. HEMORRHAGE W CC,310003,PALISADES MEDICAL CENTER,7600 RIVER RD,NORTH BERGEN,NJ,7047,NJ - Hackensack,43,51244.4,9767.12,8261.79
123576,379 - G.I. HEMORRHAGE W/O CC/MCC,310003,PALISADES MEDICAL CENTER,7600 RIVER RD,NORTH BERGEN,NJ,7047,NJ - Hackensack,14,44777.29,7252.71,5521.21
123577,389 - G.I. OBSTRUCTION W CC,310003,PALISADES MEDICAL CENTER,7600 RIVER RD,NORTH BERGEN,NJ,7047,NJ - Hackensack,15,58666.2,9172.33,7449.6
123578,390 - G.I. OBSTRUCTION W/O CC/MCC,310003,PALISADES MEDICAL CENTER,7600 RIVER RD,NORTH BERGEN,NJ,7047,NJ - Hackensack,11,42850.55,8050.91,4135.91
123579,"391 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W MCC",310003,PALISADES MEDICAL CENTER,7600 RIVER RD,NORTH BERGEN,NJ,7047,NJ - Hackensack,18,58664.39,11332.22,9950.61
123580,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",310003,PALISADES MEDICAL CENTER,7600 RIVER RD,NORTH BERGEN,NJ,7047,NJ - Hackensack,113,39264.02,7612.74,5949.77
123581,394 - OTHER DIGESTIVE SYSTEM DIAGNOSES W CC,310003,PALISADES MEDICAL CENTER,7600 RIVER RD,NORTH BERGEN,NJ,7047,NJ - Hackensack,23,48466.65,9551.39,8071.96
123582,395 - OTHER DIGESTIVE SYSTEM DIAGNOSES W/O CC/MCC,310003,PALISADES MEDICAL CENTER,7600 RIVER RD,NORTH BERGEN,NJ,7047,NJ - Hackensack,18,32828.11,6896.0,5215.78
123583,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,310003,PALISADES MEDICAL CENTER,7600 RIVER RD,NORTH BERGEN,NJ,7047,NJ - Hackensack,21,130227.9,22140.19,19412.33
123584,480 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W MCC,310003,PALISADES MEDICAL CENTER,7600 RIVER RD,NORTH BERGEN,NJ,7047,NJ - Hackensack,11,163296.18,27292.91,24772.0
123585,481 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W CC,310003,PALISADES MEDICAL CENTER,7600 RIVER RD,NORTH BERGEN,NJ,7047,NJ - Hackensack,29,87845.9,17940.66,15786.59
123586,536 - FRACTURES OF HIP & PELVIS W/O MCC,310003,PALISADES MEDICAL CENTER,7600 RIVER RD,NORTH BERGEN,NJ,7047,NJ - Hackensack,13,40183.69,7255.31,5876.92
123587,552 - MEDICAL BACK PROBLEMS W/O MCC,310003,PALISADES MEDICAL CENTER,7600 RIVER RD,NORTH BERGEN,NJ,7047,NJ - Hackensack,35,44086.29,8552.74,6874.2
123588,"563 - FX, SPRN, STRN & DISL EXCEPT FEMUR, HIP, PELVIS & THIGH W/O MCC",310003,PALISADES MEDICAL CENTER,7600 RIVER RD,NORTH BERGEN,NJ,7047,NJ - Hackensack,17,43541.71,7556.24,5891.71
123589,602 - CELLULITIS W MCC,310003,PALISADES MEDICAL CENTER,7600 RIVER RD,NORTH BERGEN,NJ,7047,NJ - Hackensack,20,73677.3,13984.75,12064.9
123590,603 - CELLULITIS W/O MCC,310003,PALISADES MEDICAL CENTER,7600 RIVER RD,NORTH BERGEN,NJ,7047,NJ - Hackensack,62,55736.34,8632.4,6695.92
123591,637 - DIABETES W MCC,310003,PALISADES MEDICAL CENTER,7600 RIVER RD,NORTH BERGEN,NJ,7047,NJ - Hackensack,12,63302.42,12813.5,11303.42
123592,638 - DIABETES W CC,310003,PALISADES MEDICAL CENTER,7600 RIVER RD,NORTH BERGEN,NJ,7047,NJ - Hackensack,26,47914.5,8217.54,6854.46
123593,639 - DIABETES W/O CC/MCC,310003,PALISADES MEDICAL CENTER,7600 RIVER RD,NORTH BERGEN,NJ,7047,NJ - Hackensack,14,28998.0,5990.93,4632.57
123594,"640 - MISC DISORDERS OF NUTRITION,METABOLISM,FLUIDS/ELECTROLYTES W MCC",310003,PALISADES MEDICAL CENTER,7600 RIVER RD,NORTH BERGEN,NJ,7047,NJ - Hackensack,22,74462.36,11328.64,9261.91
123595,"641 - MISC DISORDERS OF NUTRITION,METABOLISM,FLUIDS/ELECTROLYTES W/O MCC",310003,PALISADES MEDICAL CENTER,7600 RIVER RD,NORTH BERGEN,NJ,7047,NJ - Hackensack,46,34730.04,7186.5,5759.89
123596,669 - TRANSURETHRAL PROCEDURES W CC,310003,PALISADES MEDICAL CENTER,7600 RIVER RD,NORTH BERGEN,NJ,7047,NJ - Hackensack,13,64588.77,17314.46,8502.62
123597,682 - RENAL FAILURE W MCC,310003,PALISADES MEDICAL CENTER,7600 RIVER RD,NORTH BERGEN,NJ,7047,NJ - Hackensack,33,98694.0,15657.18,13395.45
123598,683 - RENAL FAILURE W CC,310003,PALISADES MEDICAL CENTER,7600 RIVER RD,NORTH BERGEN,NJ,7047,NJ - Hackensack,48,51965.6,9530.31,7819.73
123599,684 - RENAL FAILURE W/O CC/MCC,310003,PALISADES MEDICAL CENTER,7600 RIVER RD,NORTH BERGEN,NJ,7047,NJ - Hackensack,12,32937.0,6518.08,4819.67
123600,689 - KIDNEY & URINARY TRACT INFECTIONS W MCC,310003,PALISADES MEDICAL CENTER,7600 RIVER RD,NORTH BERGEN,NJ,7047,NJ - Hackensack,26,66011.27,10844.92,9245.35
123601,690 - KIDNEY & URINARY TRACT INFECTIONS W/O MCC,310003,PALISADES MEDICAL CENTER,7600 RIVER RD,NORTH BERGEN,NJ,7047,NJ - Hackensack,88,42369.44,7762.73,6233.24
